Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
DI1F27;13/01/2026;13,715;13,740;13,685;13,695;29.632.663.886,97;335.220
DI1F27;12/01/2026;13,775;13,775;13,720;13,730;20.979.351.640,45;237.528
DI1F27;09/01/2026;13,710;13,780;13,705;13,760;44.854.205.156,47;508.160
DI1F27;08/01/2026;13,685;13,735;13,650;13,725;27.798.282.829,24;314.967
DI1F27;07/01/2026;13,725;13,740;13,675;13,685;44.774.340.027,70;507.564
DI1F27;06/01/2026;13,710;13,740;13,690;13,735;44.261.376.831,95;502.075
DI1F27;05/01/2026;13,685;13,755;13,675;13,700;33.957.246.675,27;385.334
DI1F27;02/01/2026;13,810;13,810;13,700;13,700;42.864.566.906,26;486.753
DI1F27;30/12/2025;13,790;13,855;13,775;13,795;50.885.287.381,56;578.907
DI1F27;29/12/2025;13,735;13,810;13,710;13,785;27.223.433.897,70;309.747
DI1F27;26/12/2025;13,870;13,900;13,725;13,730;32.027.152.284,44;364.651
DI1F27;23/12/2025;13,895;13,915;13,810;13,840;41.286.115.381,42;470.794
DI1F27;22/12/2025;13,760;13,855;13,755;13,840;36.760.700.447,13;419.285
DI1F27;19/12/2025;13,880;13,905;13,740;13,775;39.781.366.023,18;453.779
DI1F27;18/12/2025;13,815;13,985;13,775;13,860;101.573.350.741,21;1.160.280
DI1F27;17/12/2025;13,735;13,875;13,735;13,815;87.077.364.590,06;994.676
DI1F27;16/12/2025;13,630;13,775;13,630;13,725;51.375.989.031,82;586.460
DI1F27;15/12/2025;13,625;13,650;13,580;13,635;37.761.252.196,85;430.998
DI1F27;12/12/2025;13,725;13,740;13,635;13,635;41.753.180.297,20;476.983
DI1F27;11/12/2025;13,805;13,835;13,720;13,735;58.434.057.078,67;668.508
DI1F27;10/12/2025;13,715;13,820;13,690;13,715;52.629.177.476,88;602.420
DI1F27;09/12/2025;13,815;13,940;13,710;13,760;97.451.204.727,79;1.116.462
DI1F27;08/12/2025;13,840;13,840;13,705;13,785;82.503.582.128,50;945.355
DI1F27;05/12/2025;13,545;13,895;13,515;13,790;156.264.548.598,06;1.790.507
DI1F27;04/12/2025;13,575;13,600;13,510;13,550;36.902.784.044,54;422.434
DI1F27;03/12/2025;13,570;13,610;13,540;13,605;56.886.275.265,59;651.658
DI1F27;02/12/2025;13,605;13,610;13,560;13,570;45.257.938.892,66;518.744
DI1F27;01/12/2025;13,585;13,635;13,585;13,620;25.899.924.358,89;297.103
DI1F27;28/11/2025;13,560;13,620;13,560;13,590;40.558.801.567,38;465.393
DI1F27;27/11/2025;13,510;13,560;13,460;13,550;48.965.615.533,46;561.724
DI1F27;26/11/2025;13,505;13,550;13,500;13,510;49.111.412.844,29;563.747
DI1F27;25/11/2025;13,540;13,545;13,490;13,505;55.852.834.093,07;641.355
DI1F27;24/11/2025;13,625;13,640;13,540;13,550;46.148.875.478,09;530.549
DI1F27;21/11/2025;13,615;13,660;13,600;13,615;40.934.772.962,13;471.082
DI1F27;19/11/2025;13,650;13,650;13,615;13,630;27.824.841.959,80;320.383
DI1F27;18/11/2025;13,680;13,680;13,630;13,650;24.988.075.235,05;287.900
DI1F27;17/11/2025;13,615;13,665;13,615;13,665;13.912.676.709,90;160.366
DI1F27;14/11/2025;13,660;13,680;13,615;13,625;28.726.788.371,31;331.288
DI1F27;13/11/2025;13,635;13,665;13,600;13,665;49.918.125.389,75;575.955
DI1F27;12/11/2025;13,685;13,700;13,635;13,640;53.876.787.338,07;622.125
DI1F27;11/11/2025;13,780;13,785;13,660;13,680;85.894.352.624,63;992.558
DI1F27;10/11/2025;13,850;13,865;13,820;13,825;34.249.532.301,13;396.569
DI1F27;07/11/2025;13,880;13,895;13,860;13,860;26.744.810.665,70;309.970
DI1F27;06/11/2025;13,900;13,905;13,855;13,880;60.965.889.867,33;706.901
DI1F27;05/11/2025;13,870;13,870;13,830;13,840;41.333.134.141,33;479.370
DI1F27;04/11/2025;13,880;13,895;13,850;13,870;32.862.408.694,60;381.419
DI1F27;03/11/2025;13,830;13,900;13,830;13,875;28.006.679.569,17;325.271
DI1F27;31/10/2025;13,905;13,915;13,835;13,845;51.738.192.329,88;601.104
DI1F27;30/10/2025;13,850;13,940;13,850;13,925;85.398.092.629,07;992.935
DI1F27;29/10/2025;13,820;13,865;13,790;13,860;64.249.804.456,33;746.834
DI1F27;28/10/2025;13,830;13,860;13,820;13,820;21.434.284.583,93;249.338
DI1F27;27/10/2025;13,785;13,840;13,775;13,835;31.061.288.363,07;361.394
DI1F27;24/10/2025;13,830;13,850;13,805;13,805;40.128.546.608,99;467.219
DI1F27;23/10/2025;13,875;13,900;13,855;13,865;53.849.261.815,56;627.612
DI1F27;22/10/2025;13,930;13,940;13,865;13,880;49.110.214.811,25;572.773
DI1F27;21/10/2025;13,960;13,970;13,920;13,940;33.924.636.088,95;396.044
DI1F27;20/10/2025;14,010;14,015;13,955;13,955;21.318.522.961,53;249.118
DI1F27;17/10/2025;14,020;14,040;14,005;14,010;16.441.509.597,56;192.310
DI1F27;16/10/2025;14,010;14,055;13,990;14,030;32.884.312.211,58;384.836
DI1F27;15/10/2025;14,005;14,040;13,990;14,035;39.244.060.734,46;459.500
DI1F27;14/10/2025;14,010;14,045;13,990;13,995;34.132.820.606,20;399.851
DI1F27;13/10/2025;13,990;14,030;13,975;14,030;20.358.951.934,13;238.588
DI1F27;10/10/2025;14,010;14,075;13,975;14,000;84.380.496.425,41;989.545
DI1F27;09/10/2025;14,070;14,070;14,010;14,020;59.074.581.029,90;693.255
DI1F27;08/10/2025;14,135;14,145;14,085;14,085;44.574.776.945,43;523.751
DI1F27;07/10/2025;14,105;14,145;14,095;14,130;49.949.293.613,74;587.340
DI1F27;06/10/2025;14,080;14,120;14,060;14,105;32.399.918.341,33;381.008
DI1F27;03/10/2025;14,100;14,175;14,095;14,105;62.104.685.620,30;731.091
DI1F27;02/10/2025;14,040;14,140;14,030;14,090;62.239.372.866,05;732.754
DI1F27;01/10/2025;14,055;14,100;14,025;14,050;58.178.418.063,95;685.083
DI1F27;30/09/2025;14,060;14,075;14,020;14,075;27.298.810.688,76;321.545
DI1F27;29/09/2025;14,010;14,075;13,980;14,065;40.853.741.972,22;481.386
DI1F27;26/09/2025;14,070;14,080;14,015;14,015;30.138.550.881,54;355.361
DI1F27;25/09/2025;13,970;14,090;13,970;14,070;41.929.715.333,61;494.607
DI1F27;24/09/2025;13,985;14,025;13,985;14,010;21.539.670.537,26;254.150
DI1F27;23/09/2025;14,030;14,050;13,950;13,990;30.583.675.840,57;360.954
DI1F27;22/09/2025;14,000;14,065;13,995;14,050;34.012.491.638,12;401.846
DI1F27;19/09/2025;14,010;14,025;13,975;14,000;38.489.250.748,39;454.775
DI1F27;18/09/2025;14,000;14,020;13,965;13,995;69.285.444.598,29;819.035
DI1F27;17/09/2025;13,940;13,965;13,900;13,940;55.188.288.066,23;652.293
DI1F27;16/09/2025;13,990;14,020;13,950;13,950;48.394.057.996,85;572.612
DI1F27;15/09/2025;14,020;14,020;13,965;13,995;39.567.912.973,28;468.446
DI1F27;12/09/2025;14,040;14,050;14,000;14,025;27.672.246.043,80;327.919
DI1F27;11/09/2025;14,015;14,040;13,940;14,030;46.743.760.385,51;554.008
DI1F27;10/09/2025;13,955;14,015;13,950;14,005;50.638.718.290,42;600.564
DI1F27;09/09/2025;13,955;13,995;13,930;13,970;23.376.291.183,63;277.274
DI1F27;08/09/2025;13,920;13,965;13,905;13,945;21.280.195.251,24;252.454
DI1F27;05/09/2025;13,980;13,980;13,880;13,920;45.836.673.077,00;543.910
DI1F27;04/09/2025;14,000;14,030;13,965;13,980;37.781.287.505,36;448.976
DI1F27;03/09/2025;13,985;14,025;13,950;13,995;38.086.962.688,93;452.829
DI1F27;02/09/2025;13,940;14,025;13,940;13,985;43.335.748.129,12;515.494
DI1F27;01/09/2025;13,960;13,975;13,915;13,920;19.831.885.998,57;235.900
DI1F27;29/08/2025;13,965;14,005;13,945;13,970;23.293.766.962,98;277.283
DI1F27;28/08/2025;13,960;13,970;13,910;13,970;36.026.807.892,99;428.952
DI1F27;27/08/2025;13,980;13,990;13,905;13,965;58.642.447.998,44;698.708
DI1F27;26/08/2025;13,950;14,020;13,940;13,975;42.938.579.281,96;512.105
DI1F27;25/08/2025;13,945;13,955;13,895;13,900;24.983.194.160,88;297.885
DI1F27;22/08/2025;14,080;14,100;13,950;13,955;39.961.455.667,65;477.058
DI1F27;21/08/2025;14,030;14,120;14,025;14,080;50.434.852.249,41;603.035
DI1F27;20/08/2025;14,140;14,210;13,995;14,035;60.249.290.475,02;720.446
DI1F27;19/08/2025;13,970;14,160;13,965;14,145;78.275.244.227,67;936.799
DI1F27;18/08/2025;13,920;13,980;13,910;13,980;34.843.957.377,29;416.646
DI1F27;15/08/2025;13,945;13,955;13,885;13,910;29.093.831.945,77;347.928
DI1F27;14/08/2025;13,925;13,995;13,925;13,945;34.743.202.960,84;415.916
DI1F27;13/08/2025;13,955;13,955;13,880;13,920;46.511.588.914,89;556.833
DI1F27;12/08/2025;14,040;14,050;13,930;13,970;68.117.994.750,27;816.523
DI1F27;11/08/2025;14,115;14,150;14,070;14,070;21.676.097.957,84;260.325
DI1F27;08/08/2025;14,080;14,140;14,055;14,130;50.640.422.144,39;608.537
DI1F27;07/08/2025;14,165;14,175;14,075;14,100;40.909.281.919,51;491.925
DI1F27;06/08/2025;14,165;14,175;14,125;14,155;46.290.229.396,55;557.152
DI1F27;05/08/2025;14,175;14,215;14,130;14,165;37.163.900.707,81;447.615
DI1F27;04/08/2025;14,165;14,225;14,145;14,150;33.125.747.261,77;399.236
DI1F27;01/08/2025;14,380;14,395;14,165;14,210;68.745.838.475,01;829.533
DI1F27;31/07/2025;14,240;14,365;14,230;14,365;56.695.609.901,11;685.304
DI1F27;30/07/2025;14,140;14,250;14,140;14,225;46.154.658.693,32;557.435
DI1F27;29/07/2025;14,225;14,235;14,120;14,155;49.991.716.677,38;603.704
DI1F27;28/07/2025;14,235;14,245;14,195;14,215;28.421.644.222,31;343.634
DI1F27;25/07/2025;14,220;14,270;14,195;14,230;25.706.727.358,69;311.055
DI1F27;24/07/2025;14,225;14,260;14,200;14,200;31.058.795.967,68;376.033
DI1F27;23/07/2025;14,250;14,265;14,190;14,230;35.758.648.312,86;433.081
DI1F27;22/07/2025;14,325;14,340;14,235;14,250;33.024.078.400,33;400.439
DI1F27;21/07/2025;14,360;14,420;14,295;14,320;30.091.027.617,66;365.428
DI1F27;18/07/2025;14,350;14,415;14,335;14,365;27.924.920.526,68;339.423
DI1F27;17/07/2025;14,370;14,415;14,320;14,345;35.032.280.186,55;425.886
DI1F27;16/07/2025;14,360;14,440;14,345;14,355;46.828.093.907,88;569.874
DI1F27;15/07/2025;14,280;14,410;14,260;14,340;41.824.794.973,23;508.881
DI1F27;14/07/2025;14,330;14,335;14,255;14,285;20.335.098.059,22;247.400
DI1F27;11/07/2025;14,300;14,395;14,280;14,330;34.453.838.720,08;419.691
DI1F27;10/07/2025;14,420;14,515;14,265;14,305;72.968.818.442,04;889.153
DI1F27;09/07/2025;14,195;14,375;14,130;14,270;50.959.882.798,65;620.294
DI1F27;08/07/2025;14,210;14,215;14,140;14,185;34.411.417.246,98;418.897
DI1F27;07/07/2025;14,165;14,250;14,165;14,220;41.751.698.584,56;508.858
DI1F27;04/07/2025;14,160;14,200;14,130;14,185;11.352.346.206,82;138.329
DI1F27;03/07/2025;14,115;14,160;14,085;14,140;24.902.351.476,43;303.467
DI1F27;02/07/2025;14,115;14,155;14,080;14,115;27.094.180.020,75;330.317
DI1F27;01/07/2025;14,080;14,175;14,060;14,105;53.461.836.318,55;652.124
DI1F27;30/06/2025;14,180;14,215;14,070;14,095;39.474.625.846,42;481.740
DI1F27;27/06/2025;14,175;14,200;14,120;14,165;31.255.824.816,48;381.850
DI1F27;26/06/2025;14,215;14,230;14,160;14,185;45.297.853.541,76;553.850
DI1F27;25/06/2025;14,235;14,280;14,205;14,230;37.044.783.384,95;453.511
DI1F27;24/06/2025;14,230;14,260;14,170;14,215;41.567.186.240,73;508.951
DI1F27;23/06/2025;14,270;14,320;14,225;14,255;43.576.646.338,03;534.166
DI1F27;20/06/2025;14,305;14,320;14,240;14,270;61.107.964.355,16;749.726
DI1F27;18/06/2025;14,245;14,270;14,205;14,250;30.309.962.377,58;371.854
DI1F27;17/06/2025;14,170;14,290;14,165;14,235;52.354.720.898,69;642.585
DI1F27;16/06/2025;14,140;14,190;14,125;14,165;19.322.940.012,62;237.073
DI1F27;13/06/2025;14,225;14,300;14,150;14,170;36.819.779.058,74;452.339
DI1F27;12/06/2025;14,215;14,285;14,145;14,185;36.774.196.229,23;451.958
DI1F27;11/06/2025;14,150;14,260;14,110;14,235;53.405.320.748,18;656.528
DI1F27;10/06/2025;14,180;14,180;14,105;14,155;48.269.757.426,58;593.201
DI1F27;09/06/2025;14,290;14,300;14,180;14,185;38.981.031.303,81;480.028
DI1F27;06/06/2025;14,375;14,445;14,280;14,290;61.588.829.494,48;760.092
DI1F27;05/06/2025;14,205;14,390;14,195;14,365;66.621.004.821,53;821.946
DI1F27;04/06/2025;14,170;14,225;14,135;14,210;55.196.909.275,52;680.175
DI1F27;03/06/2025;14,165;14,225;14,110;14,175;57.146.596.826,08;704.521
DI1F27;02/06/2025;14,140;14,175;14,085;14,110;31.832.010.178,69;392.449
DI1F27;30/05/2025;14,040;14,155;13,970;14,150;68.151.875.355,16;840.247
DI1F27;29/05/2025;13,965;14,045;13,960;14,040;47.631.390.516,01;586.807
DI1F27;28/05/2025;13,845;13,985;13,845;13,940;47.020.450.570,33;579.093
DI1F27;27/05/2025;13,925;13,950;13,795;13,850;52.290.168.956,09;643.393
DI1F27;26/05/2025;13,960;14,000;13,940;13,950;14.953.323.754,78;184.403
DI1F27;23/05/2025;14,100;14,130;13,965;13,985;58.549.679.199,35;722.978
DI1F27;22/05/2025;14,050;14,135;13,945;14,120;74.612.104.232,02;921.720
DI1F27;21/05/2025;13,985;14,065;13,985;14,055;43.322.801.789,58;535.582
DI1F27;20/05/2025;13,910;14,000;13,895;13,965;38.278.493.299,50;472.970
DI1F27;19/05/2025;14,025;14,105;13,860;13,915;94.284.940.304,44;1.165.443
DI1F27;16/05/2025;14,140;14,170;13,970;14,000;68.693.500.405,40;850.915
DI1F27;15/05/2025;14,150;14,230;14,065;14,145;66.123.345.433,27;820.518
DI1F27;14/05/2025;14,020;14,170;13,985;14,155;50.049.829.930,62;621.013
DI1F27;13/05/2025;14,020;14,065;13,955;14,010;53.841.503.721,11;667.332
