Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
DI1F27;12/05/2025;14,060;14,100;14,010;14,040;47.239.366.075,50;586.255
DI1F27;09/05/2025;14,010;14,030;13,915;14,005;46.822.410.068,14;580.651
DI1F27;08/05/2025;13,940;14,005;13,915;13,990;83.732.042.948,13;1.038.927
DI1F27;07/05/2025;13,955;14,065;13,935;13,985;61.186.079.287,74;760.196
DI1F27;06/05/2025;14,050;14,090;13,950;13,950;39.454.847.291,72;490.441
DI1F27;05/05/2025;13,910;14,090;13,905;14,050;30.238.405.748,89;376.113
DI1F27;02/05/2025;13,920;14,005;13,875;13,955;34.029.586.424,78;423.084
DI1F27;30/04/2025;13,930;13,950;13,855;13,910;53.639.262.813,62;666.734
DI1F27;29/04/2025;13,900;14,010;13,900;13,945;42.885.099.680,46;533.712
DI1F27;28/04/2025;13,885;13,980;13,880;13,905;39.147.123.432,56;487.262
DI1F27;25/04/2025;13,820;13,945;13,805;13,885;59.120.093.329,18;735.640
DI1F27;24/04/2025;13,980;14,025;13,745;13,860;70.829.682.282,32;881.747
DI1F27;23/04/2025;14,190;14,195;13,925;14,015;54.205.752.235,32;676.743
DI1F27;22/04/2025;14,215;14,265;14,130;14,185;34.809.089.404,73;435.875
DI1F27;17/04/2025;14,210;14,285;14,170;14,235;44.833.003.215,66;562.051
DI1F27;16/04/2025;14,235;14,290;14,180;14,235;36.552.078.023,91;458.401
DI1F27;15/04/2025;14,180;14,265;14,150;14,225;36.968.990.359,26;463.947
DI1F27;14/04/2025;14,320;14,340;14,160;14,165;46.325.310.254,75;581.410
DI1F27;11/04/2025;14,505;14,560;14,300;14,310;47.465.738.459,27;598.061
DI1F27;10/04/2025;14,490;14,620;14,405;14,520;56.027.739.859,10;707.190
DI1F27;09/04/2025;14,380;14,670;14,340;14,475;87.185.058.786,65;1.101.135
DI1F27;08/04/2025;14,270;14,405;14,240;14,390;42.990.770.372,93;541.682
DI1F27;07/04/2025;14,175;14,345;14,160;14,215;64.359.772.398,39;810.207
DI1F27;04/04/2025;14,300;14,435;14,110;14,190;98.353.077.157,16;1.239.255
DI1F27;03/04/2025;14,630;14,655;14,360;14,375;109.123.082.319,21;1.380.677
DI1F27;02/04/2025;14,835;14,940;14,755;14,795;37.091.249.082,13;472.004
DI1F27;01/04/2025;14,915;14,915;14,820;14,855;36.861.694.028,67;469.493
DI1F27;31/03/2025;15,060;15,060;14,905;14,930;34.305.852.156,77;437.783
DI1F27;28/03/2025;14,980;15,120;14,965;15,060;50.675.442.400,92;648.021
DI1F27;27/03/2025;15,110;15,110;14,890;15,000;80.155.199.166,49;1.024.292
DI1F27;26/03/2025;15,070;15,165;14,990;15,145;52.439.914.081,74;671.861
DI1F27;25/03/2025;14,980;15,080;14,805;15,055;65.709.902.599,19;840.371
DI1F27;24/03/2025;14,760;14,945;14,725;14,920;43.255.030.004,71;552.653
DI1F27;21/03/2025;14,685;14,820;14,655;14,780;46.452.808.385,86;592.901
DI1F27;20/03/2025;14,440;14,705;14,435;14,695;81.084.108.565,15;1.032.558
DI1F27;19/03/2025;14,405;14,475;14,355;14,400;45.246.417.489,71;575.184
DI1F27;18/03/2025;14,495;14,535;14,400;14,420;43.148.036.740,29;549.133
DI1F27;17/03/2025;14,550;14,595;14,430;14,485;41.413.645.791,15;527.615
DI1F27;14/03/2025;14,490;14,585;14,450;14,530;49.989.070.165,49;637.478
DI1F27;13/03/2025;14,555;14,640;14,470;14,490;61.760.076.130,26;788.435
DI1F27;12/03/2025;14,530;14,655;14,485;14,565;43.844.211.877,86;560.228
DI1F27;11/03/2025;14,640;14,695;14,510;14,535;35.994.779.909,15;460.115
DI1F27;10/03/2025;14,540;14,720;14,485;14,675;50.096.593.191,95;640.755
DI1F27;07/03/2025;14,800;14,800;14,560;14,570;63.584.272.611,59;814.319
DI1F27;06/03/2025;14,765;14,870;14,725;14,820;40.106.780.113,43;515.324
DI1F27;05/03/2025;15,000;15,040;14,745;14,765;32.174.222.614,50;414.001
DI1F27;28/02/2025;14,850;15,090;14,800;15,055;49.209.521.675,12;634.700
DI1F27;27/02/2025;14,825;14,875;14,685;14,825;44.463.097.059,97;572.127
DI1F27;26/02/2025;14,430;14,805;14,430;14,795;64.134.939.175,16;824.209
DI1F27;25/02/2025;14,560;14,580;14,390;14,475;45.632.077.472,88;585.092
DI1F27;24/02/2025;14,375;14,595;14,370;14,580;48.437.477.818,22;621.286
DI1F27;21/02/2025;14,625;14,640;14,355;14,375;48.130.480.767,03;617.461
DI1F27;20/02/2025;14,695;14,715;14,580;14,600;40.366.046.695,02;519.645
DI1F27;19/02/2025;14,580;14,690;14,510;14,685;40.872.700.581,75;526.469
DI1F27;18/02/2025;14,595;14,640;14,455;14,560;43.075.164.242,63;554.315
DI1F27;17/02/2025;14,780;14,780;14,555;14,575;46.644.502.026,10;601.611
DI1F27;14/02/2025;14,930;14,960;14,705;14,720;50.963.400.802,38;659.393
DI1F27;13/02/2025;15,035;15,035;14,910;14,930;51.930.292.218,24;673.956
DI1F27;12/02/2025;15,040;15,100;14,940;15,060;54.446.459.056,05;707.638
DI1F27;11/02/2025;15,165;15,195;14,990;15,060;45.710.248.806,22;594.729
DI1F27;10/02/2025;15,195;15,265;15,085;15,160;31.628.792.656,09;412.515
DI1F27;07/02/2025;15,015;15,230;14,940;15,195;60.507.322.627,53;789.099
DI1F27;06/02/2025;15,020;15,100;14,940;15,000;54.494.157.321,36;710.060
DI1F27;05/02/2025;14,900;15,040;14,870;15,020;39.821.221.095,62;518.459
DI1F27;04/02/2025;14,835;14,985;14,740;14,880;77.147.999.899,54;1.003.896
DI1F27;03/02/2025;15,035;15,075;14,805;14,825;62.433.468.779,69;812.614
DI1F27;31/01/2025;14,930;15,045;14,805;15,035;72.611.080.288,00;946.878
DI1F27;30/01/2025;15,210;15,280;14,875;14,980;94.332.121.348,61;1.233.228
DI1F27;29/01/2025;15,310;15,400;15,300;15,375;21.750.056.567,59;285.813
DI1F27;28/01/2025;15,355;15,355;15,255;15,310;21.227.134.075,01;278.838
DI1F27;27/01/2025;15,370;15,460;15,290;15,335;22.155.370.640,31;291.495
DI1F27;24/01/2025;15,355;15,425;15,265;15,375;36.614.086.915,90;481.977
DI1F27;23/01/2025;15,180;15,390;15,155;15,355;47.370.506.736,55;622.891
DI1F27;22/01/2025;15,145;15,225;15,070;15,165;34.319.840.987,15;450.726
DI1F27;21/01/2025;15,130;15,255;15,095;15,155;28.418.827.844,27;373.698
DI1F27;20/01/2025;15,210;15,345;15,105;15,130;30.602.017.104,47;402.809
DI1F27;17/01/2025;15,140;15,300;15,095;15,250;34.126.582.197,29;449.402
DI1F27;16/01/2025;14,995;15,190;14,985;15,130;31.971.597.716,29;420.590
DI1F27;15/01/2025;15,115;15,140;14,965;14,995;43.906.930.784,78;577.307
DI1F27;14/01/2025;15,325;15,340;15,120;15,140;35.322.043.145,86;466.144
DI1F27;13/01/2025;15,460;15,515;15,240;15,315;35.079.918.292,15;463.853
DI1F27;10/01/2025;15,325;15,490;15,275;15,465;40.252.230.690,49;533.213
DI1F27;09/01/2025;15,370;15,390;15,205;15,315;31.548.271.617,54;417.413
DI1F27;08/01/2025;15,415;15,520;15,255;15,365;33.209.430.675,92;440.292
DI1F27;07/01/2025;15,315;15,435;15,205;15,390;35.212.115.840,31;466.729
DI1F27;06/01/2025;15,470;15,485;15,285;15,340;22.556.793.758,18;299.380
DI1F27;03/01/2025;15,600;15,740;15,465;15,500;25.209.393.787,31;335.826
DI1F27;02/01/2025;15,930;16,015;15,495;15,610;34.779.578.839,67;465.145
DI1F27;30/12/2024;15,825;15,965;15,750;15,890;29.482.559.371,35;395.730
DI1F27;27/12/2024;15,660;15,870;15,485;15,855;21.378.529.746,86;286.117
DI1F27;26/12/2024;15,515;15,755;15,445;15,700;18.156.227.874,06;242.898
DI1F27;23/12/2024;15,090;15,535;15,065;15,470;27.763.453.737,83;370.327
DI1F27;20/12/2024;15,350;15,680;14,955;15,105;57.659.785.145,13;768.444
DI1F27;19/12/2024;15,815;16,385;15,265;15,405;61.926.777.375,17;833.443
DI1F27;18/12/2024;15,180;16,025;15,180;15,840;50.581.333.595,20;679.752
DI1F27;17/12/2024;15,530;15,900;15,265;15,410;77.231.769.482,59;1.035.808
DI1F27;16/12/2024;15,100;15,555;15,085;15,520;54.003.029.168,88;722.058
DI1F27;13/12/2024;14,705;15,080;14,685;15,050;54.078.427.616,06;717.706
DI1F27;12/12/2024;14,500;15,065;14,430;14,710;88.561.644.251,86;1.171.629
DI1F27;11/12/2024;14,750;14,780;14,310;14,350;51.468.084.110,31;678.893
DI1F27;10/12/2024;14,915;14,965;14,640;14,640;60.788.868.268,66;805.615
DI1F27;09/12/2024;14,790;15,035;14,710;15,020;49.111.429.571,02;652.980
DI1F27;06/12/2024;14,440;14,930;14,440;14,690;53.106.480.426,21;703.751
DI1F27;05/12/2024;14,315;14,470;14,240;14,430;39.281.936.490,98;517.683
DI1F27;04/12/2024;14,305;14,430;14,225;14,315;35.523.897.391,95;468.272
DI1F27;03/12/2024;14,100;14,400;14,035;14,260;45.307.028.070,18;597.039
DI1F27;02/12/2024;14,070;14,165;13,945;14,085;48.129.543.478,28;631.877
DI1F27;29/11/2024;14,045;14,530;13,800;14,040;100.650.573.421,46;1.323.882
DI1F27;28/11/2024;13,785;14,070;13,715;14,040;66.704.821.052,75;874.616
DI1F27;27/11/2024;13,325;13,765;13,310;13,620;79.254.959.757,93;1.033.218
DI1F27;26/11/2024;13,340;13,415;13,300;13,325;25.691.505.564,80;333.653
DI1F27;25/11/2024;13,385;13,405;13,295;13,350;21.942.784.056,07;285.193
DI1F27;22/11/2024;13,345;13,460;13,280;13,375;29.580.216.094,95;384.838
DI1F27;21/11/2024;13,355;13,425;13,305;13,345;24.067.698.922,28;313.196
DI1F27;19/11/2024;13,455;13,515;13,325;13,340;23.880.527.627,24;311.270
DI1F27;18/11/2024;13,440;13,520;13,400;13,460;28.987.657.531,79;378.332
DI1F27;14/11/2024;13,350;13,445;13,275;13,440;28.457.634.578,02;370.813
DI1F27;13/11/2024;13,300;13,500;13,290;13,360;42.733.944.439,42;557.687
DI1F27;12/11/2024;13,210;13,390;13,145;13,345;43.437.702.495,24;565.764
DI1F27;11/11/2024;13,140;13,270;13,140;13,200;26.589.255.038,61;346.117
DI1F27;08/11/2024;13,050;13,210;13,050;13,090;31.971.714.791,90;415.735
DI1F27;07/11/2024;13,075;13,135;12,905;13,025;63.655.015.324,40;826.310
DI1F27;06/11/2024;13,205;13,240;12,925;13,045;44.688.431.652,55;580.872
DI1F27;05/11/2024;13,060;13,150;12,925;12,945;25.882.781.757,30;336.408
DI1F27;04/11/2024;13,120;13,150;13,015;13,030;30.260.814.957,77;393.745
DI1F27;01/11/2024;12,980;13,290;12,925;13,230;57.023.965.099,76;743.081
DI1F27;31/10/2024;12,875;13,010;12,860;12,995;32.018.560.995,75;416.028
DI1F27;30/10/2024;12,905;12,940;12,815;12,880;24.925.352.174,02;323.689
DI1F27;29/10/2024;12,830;12,930;12,720;12,910;33.976.108.851,92;440.964
DI1F27;28/10/2024;12,840;12,860;12,720;12,820;19.111.175.478,19;247.977
DI1F27;25/10/2024;12,670;12,840;12,665;12,835;29.712.452.879,28;385.577
DI1F27;24/10/2024;12,990;13,020;12,680;12,695;56.867.228.845,63;739.179
DI1F27;23/10/2024;12,890;12,980;12,865;12,960;31.540.362.242,17;410.868
DI1F27;22/10/2024;12,805;12,905;12,775;12,850;36.180.361.599,57;470.725
DI1F27;21/10/2024;12,900;12,970;12,820;12,835;22.567.182.832,30;293.944
DI1F27;18/10/2024;12,790;12,940;12,775;12,900;25.955.705.593,81;338.366
DI1F27;17/10/2024;12,810;12,905;12,785;12,805;32.707.684.802,78;426.373
DI1F27;16/10/2024;12,720;12,890;12,690;12,810;37.184.363.761,92;484.203
DI1F27;15/10/2024;12,655;12,775;12,545;12,775;30.151.860.220,03;391.882
DI1F27;14/10/2024;12,760;12,860;12,645;12,645;25.241.682.630,54;328.574
DI1F27;11/10/2024;12,650;12,900;12,620;12,770;61.598.459.851,18;803.780
DI1F27;10/10/2024;12,590;12,730;12,500;12,660;39.341.328.400,05;511.850
DI1F27;09/10/2024;12,340;12,625;12,320;12,575;51.684.837.211,13;671.300
DI1F27;08/10/2024;12,335;12,385;12,310;12,325;19.547.899.770,86;253.055
DI1F27;07/10/2024;12,455;12,470;12,320;12,330;24.260.576.933,85;314.635
DI1F27;04/10/2024;12,345;12,475;12,345;12,420;31.682.522.795,64;411.084
DI1F27;03/10/2024;12,255;12,370;12,250;12,360;32.687.521.908,88;423.707
DI1F27;02/10/2024;12,225;12,290;12,190;12,255;20.976.014.288,12;271.552
DI1F27;01/10/2024;12,380;12,430;12,255;12,255;28.208.498.317,20;365.970
DI1F27;30/09/2024;12,310;12,400;12,265;12,395;21.287.053.821,14;276.421
DI1F27;27/09/2024;12,225;12,325;12,220;12,300;25.797.864.546,63;334.728
DI1F27;26/09/2024;12,170;12,255;12,075;12,245;31.654.956.204,51;409.937
DI1F27;25/09/2024;12,130;12,220;11,965;12,135;39.561.588.192,47;511.724
DI1F27;24/09/2024;12,350;12,360;12,145;12,160;35.735.251.689,91;463.668
DI1F27;23/09/2024;12,315;12,445;12,295;12,345;47.292.653.520,35;615.676
DI1F27;20/09/2024;11,990;12,320;11,990;12,210;46.848.586.531,67;608.032
DI1F27;19/09/2024;11,900;12,045;11,860;12,010;38.452.862.143,73;497.062
DI1F27;18/09/2024;11,810;11,850;11,730;11,800;31.613.436.933,91;407.369
DI1F27;17/09/2024;11,830;11,925;11,810;11,810;22.597.324.499,18;291.668
DI1F27;16/09/2024;11,830;11,870;11,800;11,855;14.349.920.329,65;185.244
DI1F27;13/09/2024;11,835;11,875;11,730;11,785;26.551.736.976,86;342.504
DI1F27;12/09/2024;11,765;11,885;11,750;11,860;28.992.938.934,87;374.512
DI1F27;11/09/2024;11,745;11,775;11,665;11,755;26.582.440.000,79;342.756
DI1F27;10/09/2024;11,700;11,760;11,645;11,725;18.466.032.192,51;238.130
DI1F27;09/09/2024;11,710;11,770;11,660;11,715;9.113.500.225,04;117.595
DI1F27;06/09/2024;11,620;11,745;11,560;11,695;26.684.701.318,42;344.173
DI1F27;05/09/2024;11,760;11,805;11,645;11,650;28.682.610.132,28;370.499
DI1F27;04/09/2024;11,965;11,965;11,750;11,785;29.975.419.784,19;388.183
DI1F27;03/09/2024;12,020;12,065;11,905;11,960;32.100.607.261,46;417.218
DI1F27;02/09/2024;11,985;12,035;11,920;11,980;23.073.512.330,79;299.999
DI1F27;30/08/2024;11,775;12,025;11,720;11,980;73.003.618.435,37;948.139
DI1F27;29/08/2024;11,640;11,905;11,630;11,805;41.037.588.252,37;531.972
DI1F27;28/08/2024;11,515;11,675;11,495;11,645;31.953.412.825,92;412.759
DI1F27;27/08/2024;11,350;11,525;11,335;11,525;21.739.989.985,86;280.246
DI1F27;26/08/2024;11,485;11,505;11,370;11,385;21.195.318.567,59;273.055
