CCMU26;10/09/2026;71,01;71,01;70,60;70,85;116761608,00;3662
CCMU26;09/09/2026;71,19;71,33;70,84;71,04;186197490,00;5824
CCMU26;08/09/2026;71,77;71,79;71,04;71,19;121420773,00;3785
CCMU26;04/09/2026;72,00;72,19;71,70;71,72;80386092,00;2485
CCMU26;03/09/2026;72,61;72,63;71,80;71,85;158645461,50;4893
CCMU26;02/09/2026;72,24;72,69;72,02;72,59;130127206,50;3989
CCMU26;01/09/2026;71,05;72,28;71,01;72,25;169505865,00;5246
CCMU26;31/08/2026;71,50;71,69;71,00;71,05;121242874,50;3783
CCMU26;28/08/2026;71,24;71,75;71,01;71,50;149973165,00;4660
CCMU26;27/08/2026;72,20;72,25;71,01;71,23;265416205,50;8238
CCMU26;26/08/2026;71,59;72,25;71,35;72,00;193226872,50;5975
CCMU26;25/08/2026;71,95;72,12;71,40;71,65;360630333,00;11192
CCMU26;24/08/2026;71,35;72,35;71,33;71,88;289032016,50;8927
CCMU26;21/08/2026;71,34;71,48;70,52;71,30;392968525,50;12284
CCMU26;20/08/2026;70,97;71,87;70,80;71,38;205089390,00;6376
CCMU26;19/08/2026;71,62;71,82;70,81;71,00;267944071,50;8352
CCMU26;18/08/2026;70,63;71,88;70,55;71,50;306132502,50;9554
CCMU26;17/08/2026;70,22;70,70;69,92;70,57;148456849,50;4687
CCMU26;14/08/2026;69,26;70,30;69,23;70,20;206760834,00;6575
CCMU26;13/08/2026;70,34;70,40;69,34;69,36;256751365,50;8165
CCMU26;12/08/2026;69,80;70,49;69,80;70,34;345681099,00;10956
CCMU26;11/08/2026;69,90;70,26;69,56;69,80;174545257,50;5551
CCMU26;10/08/2026;68,88;70,00;68,74;69,87;261821142,00;8370
CCMU26;07/08/2026;68,37;68,96;68,37;68,82;203776695,00;6583
CCMU26;06/08/2026;68,36;68,48;67,83;68,42;291417583,50;9513
CCMU26;05/08/2026;68,61;68,70;68,14;68,30;175198518,00;5698
CCMU26;04/08/2026;68,73;68,90;68,30;68,65;226052311,50;7333
CCMU26;03/08/2026;69,18;69,36;68,41;68,73;241320168,00;7788
CCMU26;31/07/2026;69,67;69,67;69,10;69,20;182481822,00;5846
CCMU26;30/07/2026;69,99;70,24;69,50;69,70;164883105,00;5238
CCMU26;29/07/2026;70,40;70,40;69,50;69,99;305965534,50;9727
CCMU26;28/07/2026;69,20;70,47;69,03;70,41;316693665,00;10087
CCMU26;27/07/2026;70,51;70,54;68,90;69,15;305731489,50;9786
CCMU26;24/07/2026;70,74;70,87;70,15;70,58;276647548,50;8722
CCMU26;23/07/2026;70,03;70,86;69,97;70,78;188652163,50;5937
CCMU26;22/07/2026;69,24;70,20;69,11;70,11;230791509,00;7350
CCMU26;21/07/2026;69,59;69,71;68,80;69,12;273427020,00;8773
CCMU26;20/07/2026;68,87;69,65;68,80;69,48;207900103,50;6658
CCMU26;17/07/2026;68,43;68,95;68,20;68,88;113599732,50;3679
CCMU26;16/07/2026;68,19;68,49;67,95;68,43;122556550,50;3992
CCMU26;15/07/2026;67,43;68,30;67,37;68,17;214488877,50;7017
CCMU26;14/07/2026;67,97;68,11;67,40;67,42;182200297,50;5991
CCMU26;13/07/2026;67,27;68,00;67,25;67,90;68173686,00;2235
CCMU26;10/07/2026;67,46;68,11;67,22;67,25;146141595,00;4797
CCMU26;09/07/2026;68,02;68,19;67,42;67,45;107943187,50;3539
CCMU26;08/07/2026;68,27;68,77;67,87;68,04;166584519,00;5419
CCMU26;07/07/2026;68,30;68,60;67,81;68,20;186495759,00;6074
CCMU26;06/07/2026;66,99;68,40;66,99;68,35;209121552,00;6843
CCMU26;03/07/2026;67,83;68,10;67,00;67,00;219047620,50;7227
CCMU26;02/07/2026;68,35;68,80;67,91;67,99;228520264,50;7412
CCMU26;01/07/2026;68,20;68,62;67,97;68,36;126831249,00;4125
CCMU26;30/06/2026;67,56;68,29;67,32;68,20;143737978,50;4701
CCMU26;29/06/2026;67,89;68,01;67,60;67,63;93721977,00;3072
CCMU26;26/06/2026;67,91;68,13;67,50;67,96;159408675,00;5222
CCMU26;25/06/2026;67,54;68,00;67,28;68,00;134026564,50;4401
CCMU26;24/06/2026;67,29;67,60;67,15;67,49;158225809,50;5218
CCMU26;23/06/2026;66,65;67,38;66,65;67,20;214390273,50;7107
CCMU26;22/06/2026;66,80;67,10;66,58;66,65;127407658,50;4240
CCMU26;19/06/2026;67,01;67,10;66,56;66,80;152535163,50;5067
CCMU26;18/06/2026;67,32;67,61;66,93;67,03;190459089,00;6304
CCMU26;17/06/2026;66,94;67,41;66,81;67,28;164965414,50;5460
CCMU26;16/06/2026;66,85;67,33;66,41;67,00;131960835,00;4379
CCMU26;15/06/2026;66,86;67,46;66,52;66,95;159376707,00;5291
CCMU26;12/06/2026;66,37;67,09;66,35;66,83;145598953,50;4845
CCMU26;11/06/2026;66,85;67,39;66,35;66,46;310711027,50;10348
CCMU26;10/06/2026;67,50;67,90;66,72;66,80;172808977,50;5705
CCMU26;09/06/2026;67,44;67,62;66,95;67,46;268552701,00;8870
CCMU26;08/06/2026;68,83;68,90;67,26;67,45;350646745,50;11471
CCMU26;05/06/2026;68,10;69,12;67,40;68,80;361149849,00;11717
CCMU26;03/06/2026;67,00;68,20;66,34;68,20;465982978,50;15422
CCMU26;02/06/2026;67,65;67,84;66,89;66,96;353615539,50;11678
CCMU26;01/06/2026;68,06;68,32;67,70;67,75;314210493,00;10272
CCMU26;29/05/2026;68,71;68,78;68,10;68,10;245598525,00;7991
CCMU26;28/05/2026;68,30;68,80;68,14;68,74;161154297,00;5229
CCMU26;27/05/2026;68,81;68,90;68,08;68,30;261160267,50;8489
CCMU26;26/05/2026;69,30;69,48;68,52;68,95;343317271,50;11081
CCMU26;25/05/2026;69,81;70,13;69,39;69,50;128212074,00;4090
CCMU26;22/05/2026;70,03;70,12;69,63;69,94;126731488,50;4029
CCMU26;21/05/2026;69,82;70,21;69,70;70,00;165953335,50;5276
CCMU26;20/05/2026;69,86;70,00;69,50;69,83;133341340,50;4244
CCMU26;19/05/2026;69,80;69,90;69,50;69,80;75186607,50;2399
CCMU26;18/05/2026;69,55;70,14;69,29;69,86;188562190,50;5995
